Word,TF_Matrix_Avg,DF_Vector,IDF_Vector,TF_IDF_Manual
shipped,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
standard,0.004597701149425287,4,6.159055299214529,0.028317495628572546
una,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
breast,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
cancer,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
causes,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
claim,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
parkinsbrea,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
bgs,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
cam,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
gem,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
mint,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
skybox,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
slam,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
z,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
getaway,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
dakotaaccesspipeline,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
farms,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
indigenous,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
ravaging,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
wastewater,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
canine,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
report,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
reportbazzar,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
amazing,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
favourites,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
tribute,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
bang,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
blew,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
brain,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
prove,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
blowing,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
film,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
gift,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
mind,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
f,0.005747126436781609,5,5.976733742420574,0.034349044496669964
trust,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
wasn,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
friends,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
hiring,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
mike,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
personnel,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
eye,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
keen,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
talent,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
burger,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
flight,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
hour,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
king,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
lax,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
crate,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
kuchma,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
obolon,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
presidential,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
strategy,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
willing,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
finished,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
sorta,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
eating,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
fence,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
noah,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
brush,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
community,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
corridor,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
flames,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
houses,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
nataf,0.0022988505747126436,1,7.075346031088684,0.016265163289859046
nearing,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
went,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
agrees,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
dash,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
hat,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
miguel,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
wear,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
decision,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
dummy,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
loss,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
spotting,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
trumptransition,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
votes,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
wisconsin,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
heard,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
jerkin,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
memory,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
ratwhen,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
sleepin,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
dear,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
hugs,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
kisses,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
matteo,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
valentino,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
drama,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
magafordummies,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
oldtestament,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
potustrump,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
process,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
reads,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
very,0.006896551724137931,6,5.822583062593316,0.04015574525926425
melt,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
mine,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
compassion,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
incapable,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
league,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
uefa,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
week,0.004597701149425287,4,6.159055299214529,0.028317495628572546
booty,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
damn,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
hester,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
lea,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
leamichele,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
michele,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
whew,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
creators,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
fakenews,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
feeding,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
fires,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
stopped,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
accodring,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
accused,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
allegedly,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
evasion,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
mil,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
ronaldo,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
sources,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
v,0.004597701149425287,4,6.159055299214529,0.028317495628572546
cast,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
onstage,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
tickets,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
visit,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
cases,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
courts,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
forgotten,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
jurisdiction,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
litigating,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
multiple,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
says,0.005747126436781609,5,5.976733742420574,0.034349044496669964
slice,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
tip,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
madrid,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
winning,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
destroy,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
education,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
medicaid,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
press,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
clinton,0.005747126436781609,5,5.976733742420574,0.034349044496669964
donor,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
foundation,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
shareholder,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
times,0.004597701149425287,4,6.159055299214529,0.028317495628572546
york,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
anniversary,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
investigate,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
uncrc,0.0022988505747126436,1,7.075346031088684,0.016265163289859046
braking,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
patriarchal,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
vxvmu,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
aint,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
either,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
nor,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
settled,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
hashem,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
shabbatshalom,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
center,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
csis,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
strategic,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
studies,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
curtains,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
mother,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
nature,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
registration,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
shirts,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
strangerthings,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
asked,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
date,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
fr,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
jersey,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
niggaaaaa,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
rn,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
wearing,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
clarifies,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
kate,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
nsfw,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
rant,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
upton,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
bandaid,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
income,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
fabrications,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
jew,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
jewmedia,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
kiddieshit,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
drops,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
jeff,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
keys,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
street,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
woah,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
firefighting,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
heroes,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
hidden,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
police,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
prayers,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
rain,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
benghazi,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
organic,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
protest,0.005747126436781609,4,6.159055299214529,0.035396869535715685
sorosprotestors,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
spontaneous,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
become,0.004597701149425287,4,6.159055299214529,0.028317495628572546
iso,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
mom,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
activities,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
imura,0.0022988505747126436,1,7.075346031088684,0.016265163289859046
operated,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
protect,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
workplease,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
century,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
drunk,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
kempt,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
wheelbarrow,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
afford,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
ignore,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
protecthumanity,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
stopindifference,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
bucks,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
common,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
penguins,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
trends,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
branding,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
ca,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
name,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
normalized,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
remember,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
rt,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
dapl,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
sacred,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
whole,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
continued,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
forward,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
partnership,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
resources,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
sharing,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
beashamed,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
blind,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
filibusting,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
lately,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
mp,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
sheryll,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
stitched,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
whats,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
usual,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
talking,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
thug,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
andrews,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
context,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
daniel,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
af,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
concert,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
entire,0.004597701149425287,4,6.159055299214529,0.028317495628572546
iseeyoubradleycooper,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
lit,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
crazily,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
dated,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
hagar,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
harambe,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
jokes,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
repress,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
sammy,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
active,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
cloudcomputing,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
gaming,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
member,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
networking,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
open,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
source,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
always,0.005747126436781609,5,5.976733742420574,0.034349044496669964
darkness,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
light,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
reminding,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
siliconvalley,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
under,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
apple,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
fakeheadlinebot,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
javascript,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
learntocode,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
lived,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
makeatwitterbot,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
daughters,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
wish,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
favorite,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
supremacist,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
buried,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
ceremony,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
different,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
level,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
plays,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
barbara,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
barbiturates,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
ch,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
exit,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
feast,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
suggests,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
failingnytimes,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
three,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
worstpresidentever,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
author,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
railroad,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
underground,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
booked,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
months,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
second,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
dried,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
estrogen,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
married,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
somebody,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
refugees,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
smith,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
kidding,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
verly,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
betsy,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
devos,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
pans,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
amounts,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
easily,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
id,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
ids,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
minorities,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
racist,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
ft,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
ngwsvyi,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
tory,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
satisfied,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
specifically,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
decimate,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
hated,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
woman,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
handy,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
knew,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
might,0.004597701149425287,4,6.159055299214529,0.028317495628572546
musical,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
skills,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
stalled,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
statues,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
success,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
given,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
pop,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
small,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
weight,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
cumbria,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
essex,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
googling,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
kent,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
lancs,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
wales,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
yorks,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
cute,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
hayla,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
ni,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
resist,0.0034482758620689655,3,6.382198850528739,0.02200758224320255
sgt,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
zamnnn,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
company,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
profits,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
reroute,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
safe,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
senator,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
buy,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
codes,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
coupon,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
discount,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
fave,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
late,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
sextoys,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
using,0.008045977011494253,6,5.822583062593316,0.04684836946914162
ha,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
personified,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
stevebannon,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
alcoholics,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
devalued,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
happen,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
valuable,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
cheese,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
chicken,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
crinkle,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
curds,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
custard,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
frozen,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
tendermomentssweepstakes,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
tenders,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
afghanistan,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
assadmustgo,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
focus,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
iran,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
mullahs,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
murder,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
nusra,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
overlook,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
syrians,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
terrorists,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
tyrants,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
aides,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
apology,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
mull,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
romney,0.0034482758620689655,2,6.66988092298052,0.022999589389588
sec,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
allenedmonds,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
career,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
dress,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
edmonds,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
grays,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
leather,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
loafters,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
office,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
actions,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
disavowing,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
dump,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
install,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
neo,0.006896551724137931,5,5.976733742420574,0.04121885339600396
wh,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
ciivlians,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
exits,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
ngo,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
trapped,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
breakdown,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
came,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
cash,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
floridians,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
rather,0.0022988505747126436,2,6.66988092298052,0.015333059593058666
correcting,0.0011494252873563218,1,7.075346031088684,0.008132581644929523
